ps_partkey,value
1086153,6958811.50
110845,6958067.82
1364351,6958023.36
387240,6957993.12
763777,6956670.48
1762555,6955619.58
461572,6955592.28
768985,6955262.10
1024525,6954993.59
532620,6954944.76
1523713,6952821.96
874967,6952377.70
444396,6952333.86
1195618,6952179.24
487802,6951063.00
690442,6951049.94
815653,6950562.68
341192,6950161.76
715828,6949870.47
339750,6949739.99
396218,6949571.07
1123900,6949483.84
1086376,6948099.00
857602,6947438.85
1914088,6946769.80
1622319,6945954.48
1449947,6944081.39
394489,6943507.20
774528,6943340.85
544394,6943285.14
1511453,6943282.50
1024868,6943174.47
674779,6942910.80
738334,6939797.40
1867657,6939168.21
1940811,6938209.50
420038,6938085.60
1697416,6937085.10
992956,6936966.75
713259,6936963.26
1443082,6936787.00
186846,6936631.56
890748,6936173.44
1312038,6935896.50
1865424,6935707.73
467944,6935677.65
574334,6935522.94
620701,6934977.28
517419,6934681.52
242466,6933424.56
170296,6933268.50
1841369,6931821.39
412560,6931194.34
21218,6931064.24
1144781,6930761.73
186376,6930717.90
1446707,6930694.80
487468,6930204.51
1120252,6929478.08
1832620,6929331.92
972571,6928820.15
1724484,6927629.52
812608,6924142.94
411564,6923916.72
360623,6923759.94
48458,6922901.52
886486,6922834.17
216230,6922815.44
1863253,6921819.51
1716009,6921437.99
511850,6921332.48
1819544,6920633.54
1215746,6920248.02
1089714,6919349.00
1143146,6919028.10
1724584,6918493.75
1268589,6917832.96
748205,6916930.35
987749,6916649.19
945666,6916490.40
1637770,6916372.56
95080,6915805.92
1690626,6914709.45
1065293,6914658.00
924319,6914615.20
1064311,6913797.12
396916,6913632.60
1061173,6912925.14
1841097,6912900.80
1068654,6911647.26
168463,6911179.64
1637282,6910954.75
1474332,6910088.64
1110862,6910063.05
1240368,6909973.02
1270707,6909171.99
174480,6909155.85
1637185,6909021.90
17972,6908260.20
441502,6906991.13
1846943,6906480.39
535303,6906083.00
1062997,6905058.16
1919337,6904117.94
416476,6903350.72
510459,6903342.32
1813227,6903086.76
888474,6902964.18
1324442,6902343.52
197507,6902017.70
1693322,6901341.12
767629,6901134.35
868782,6901093.65
1394854,6900802.08
1310529,6900733.84
797920,6900448.50
1669515,6900168.88
670187,6899919.84
145737,6899877.84
514773,6898318.96
1186892,6898282.36
657599,6897657.00
1310219,6897426.72
807612,6896932.86
1637983,6896398.52
1966491,6895783.74
436470,6894645.60
1036356,6893237.50
646290,6893053.05
561470,6891977.82
540667,6891849.36
412447,6891610.68
1948657,6890884.00
513668,6890754.93
624876,6890667.52
1295780,6890456.15
1964322,6890175.87
1498924,6890146.92
316112,6890030.95
1716459,6888846.44
1047123,6888827.58
842620,6888348.50
1619245,6887753.60
1442772,6887550.00
1692078,6886557.00
1843565,6886335.68
693130,6885456.30
1942304,6884820.96
1599387,6884334.30
1871039,6884050.17
414418,6883812.32
122625,6883461.00
46498,6882658.75
344297,6881612.08
1940928,6881552.40
1338531,6879905.59
1245666,6879435.70
891995,6879359.12
344712,6878690.46
1837680,6877786.44
912432,6876961.76
771456,6876846.46
973547,6876657.15
1210256,6876364.41
594010,6875887.59
187802,6875236.80
715316,6874377.84
923635,6873676.04
190274,6872735.35
1846668,6871997.70
694976,6871297.06
1587721,6869420.08
1291975,6869321.35
914337,6869317.28
336492,6867565.44
567750,6867206.03
96084,6867055.20
1057608,6866953.50
1299919,6864984.28
1491509,6864174.28
494854,6864019.92
464957,6864006.48
612173,6863915.46
41229,6862967.24
1393807,6862306.64
1986309,6862082.76
718000,6861834.03
1469945,6860813.40
215869,6860767.76
1515998,6859453.98
473750,6859393.04
1735722,6859073.60
369140,6858540.26
1607607,6858488.35
1924918,6856526.80
1139487,6855327.28
1845261,6853978.17
511755,6853876.11
143745,6853734.77
1611240,6850506.24
392333,6850488.00
1970292,6850403.84
610288,6850140.00
863048,6849142.56
270672,6848462.88
543436,6848041.44
1989364,6847670.88
518590,6846806.52
762562,6846608.89
1189412,6846601.48
197218,6846497.72
1443830,6845107.80
1312820,6844906.02
1410694,6844605.48
247768,6844407.48
1496137,6843482.43
797507,6843284.88
689145,6843200.60
1790626,6842655.63
1385756,6842029.74
1413896,6841944.00
1771150,6840775.90
362408,6839651.28
1817749,6839431.56
1649843,6839420.00
992189,6839074.10
986899,6837523.68
490782,6837372.36
591509,6836962.86
1362585,6836745.70
1368724,6834022.72
1297722,6833656.90
1674591,6833603.74
663265,6833557.42
1087680,6833335.92
1814514,6832791.44
73556,6832755.75
272313,6832660.38
173457,6832606.95
666500,6832103.64
887859,6831842.28
1196965,6831789.30
1062304,6831251.90
472311,6831098.64
1799858,6830748.16
193672,6830125.90
441987,6829879.20
260304,6829559.70
1636239,6829461.10
444123,6828712.56
1343420,6828369.60
1346850,6828149.90
569395,6828032.08
1313299,6827856.44
446060,6826867.52
1472758,6826550.50
1942433,6826250.82
417960,6826174.40
1624645,6826122.99
23038,6825991.17
1095348,6825962.22
1899481,6825943.30
589321,6825686.50
666054,6825571.39
418310,6825412.88
1885941,6823040.40
519389,6822963.84
1664772,6822785.50
770290,6822431.14
911675,6822346.94
1360483,6821727.12
1774890,6821152.00
511441,6820192.75
938472,6820059.49
566337,6819873.28
1699919,6819393.60
1564415,6819176.00
1411229,6819101.72
1849428,6818772.96
1517541,6818350.50
565768,6818335.36
1035873,6818191.04
1111434,6817236.72
872571,6816309.80
1939392,6816179.48
1414526,6816128.00
1072334,6815772.90
236284,6815595.60
619382,6815481.75
1743571,6815066.40
1474227,6813333.53
1696357,6812757.45
60683,6812608.25
119956,6812127.68
70307,6811932.82
1748957,6810492.22
1372759,6810461.90
1719064,6810264.34
1124768,6809830.00
122057,6809755.74
1669570,6807010.32
273177,6806742.00
87571,6806465.80
419131,6805333.05
1742739,6805312.08
1863978,6805282.12
757590,6805164.62
1995863,6804903.56
322146,6804792.00
1924790,6803248.53
1261171,6802349.40
1119110,6802303.33
1787149,6802222.98
1239566,6802101.60
236906,6801987.12
360836,6801025.77
821366,6799752.88
1970979,6799464.00
96990,6798901.67
971209,6798490.32
890636,6798010.44
866705,6797912.04
1823608,6797727.30
1737115,6797641.48
949857,6797354.88
1372855,6797079.82
1891287,6796746.32
1365398,6795580.68
264242,6795447.75
1816078,6795314.88
1521920,6794972.16
1244091,6794470.35
99609,6794407.62
1548922,6793294.88
1295376,6793258.40
349028,6792073.75
1138925,6792031.12
235925,6791495.52
1121313,6789642.36
957599,6789405.30
995035,6789357.08
1911835,6789005.12
1860478,6788854.38
1049383,6788804.62
1668092,6788384.66
1713934,6788366.05
649595,6787978.96
392261,6787049.63
10499,6785646.65
1117873,6784885.44
1621009,6783815.28
1362455,6783785.24
1947176,6782782.89
1242651,6782696.82
1094148,6781825.81
1590442,6781823.58
295674,6781526.08
864209,6781307.78
882619,6781163.90
167903,6781110.00
869595,6780594.50
1844095,6779502.84
1494141,6778742.75
1149600,6778419.70
1615629,6778401.30
1385530,6777663.75
642285,6776414.80
261574,6776037.84
190479,6775750.38
1399535,6775413.68
210842,6775084.80
736458,6774032.40
1417250,6773008.80
1749813,6771309.44
1340405,6770829.65
949557,6769385.92
511463,6768937.34
1089909,6768832.12
1698452,6768402.48
196965,6768179.44
669594,6768095.46
16200,6767056.00
1288683,6767011.65
1366879,6766951.20
540421,6766833.12
1586125,6766585.68
138681,6766387.20
312421,6765649.45
271355,6765400.20
1321801,6764761.84
987572,6764625.42
1414740,6764187.36
1782601,6764128.05
1749610,6763640.40
43760,6763374.16
440266,6763070.40
863239,6762127.50
1513571,6760219.60
95311,6759993.12
199907,6759598.82
1099847,6759106.25
47155,6758595.45
1460484,6758075.80
1188669,6757642.64
1585746,6756774.34
760991,6756652.12
1190480,6755636.16
1468733,6755507.75
1519322,6753350.50
617128,6753232.44
345733,6752527.16
1166765,6752156.80
43076,6751954.35
415609,6750687.00
1416468,6750236.76
686288,6749100.77
536032,6748588.71
1267892,6748086.75
1865608,6747048.00
1097579,6747002.16
839768,6746880.50
795739,6746130.00
267544,6746089.14
18110,6745381.92
314651,6745044.16
535968,6744726.50
22571,6744641.82
1142326,6743499.36
1268064,6741405.86
1467220,6741303.68
587894,6740644.59
1099481,6740073.60
1542743,6739612.32
1262821,6739515.62
1668656,6739463.26
1816921,6739342.20
41471,6739335.72
1638219,6738675.16
492803,6737849.88
1791896,6736986.25
689049,6736771.53
1240313,6736387.68
1662395,6736056.60
345305,6736036.80
991733,6735625.40
1311475,6735610.14
1721649,6734801.99
1910569,6734755.94
395224,6734273.70
1868787,6734045.00
1443200,6733216.98
148242,6732653.94
1335710,6729387.50
1870980,6729291.34
1212823,6727777.41
1690650,6727774.30
88547,6726417.08
990442,6725988.99
1669099,6724643.48
1812450,6724522.00
919136,6723876.75
1314373,6723588.67
824217,6723509.00
549865,6723166.80
85839,6722956.90
472293,6722073.84
294876,6721268.75
815454,6720793.80
1018132,6719765.68
1122595,6719272.00
193605,6718522.30
1999555,6718348.33
243746,6717971.10
745725,6717965.49
464337,6717773.16
389782,6717606.22
1164765,6717508.42
93488,6717371.50
398458,6716706.64
282634,6716624.85
770712,6716042.10
1585929,6715950.36
88490,6715326.66
1889364,6714995.50
1673935,6714948.84
1471870,6714463.14
1149365,6713584.56
462185,6712506.27
1446470,6712367.22
1374332,6711925.75
1418708,6711106.11
98040,6710572.00
686486,6710520.09
1638442,6710390.96
235512,6710369.40
1044856,6709982.34
1366493,6708872.96
13669,6708775.36
1186271,6708704.02
261286,6707715.96
1863263,6707067.32
1937589,6706773.08
1864550,6706638.90
1299898,6706369.41
193021,6706361.79
538037,6706157.22
1322741,6705850.01
342631,6705137.88
242106,6704018.85
348689,6703292.25
1094293,6703000.86
18322,6702879.74
770103,6702860.28
1420243,6702224.27
391319,6701412.48
545954,6701246.56
920753,6701225.40
1719090,6700916.60
772287,6700668.49
1973168,6699262.50
388290,6698798.82
1321845,6698408.40
1812805,6698236.26
510298,6697436.40
238243,6696358.57
672341,6695953.58
1468222,6695048.52
1170582,6694928.45
919460,6693405.03
861965,6692959.84
1638915,6692850.78
1620032,6692660.70
1669165,6691883.60
424597,6691873.02
1269470,6691285.12
1098392,6691274.88
1721325,6690328.86
23772,6689987.50
188247,6689737.86
1919430,6689283.26
143498,6689252.43
1890677,6689048.99
868480,6688607.04
490621,6688488.68
1014697,6687588.46
1516087,6687096.78
1499523,6686961.33
840833,6686844.60
292972,6686064.00
1643130,6686024.52
438007,6685667.10
1871258,6684685.92
766114,6684662.16
1942983,6684646.50
861762,6683979.40
499693,6683672.16
361025,6683304.00
686931,6683295.06
1760513,6682252.50
124336,6681557.40
268106,6681468.02
1037391,6680605.95
936253,6680327.70
1413190,6679666.44
1499379,6679240.40
835869,6678490.50
466889,6678090.90
291506,6677862.24
622850,6677798.40
1792308,6677704.95
272483,6677382.03
565889,6676667.20
165627,6675732.06
1692803,6675544.87
1885403,6675405.32
673372,6674990.88
1660962,6674729.60
1574953,6674045.19
1187009,6673591.50
1321337,6673106.70
395300,6672418.20
588276,6672160.13
1936951,6672042.40
1548526,6670901.60
1671360,6670501.19
1518745,6670205.40
273931,6669979.70
664238,6669074.25
1838302,6668943.01
1117513,6668573.10
236218,6668240.91
610289,6668199.60
1566491,6667960.47
949016,6667489.29
394920,6667487.03
16665,6667173.24
1872754,6666085.49
1038212,6665342.20
748173,6665319.36
539766,6665141.58
1120747,6665027.82
339238,6665017.44
1645268,6664924.89
1943567,6664855.86
174692,6664714.18
988007,6663556.61
1772730,6662727.96
1637813,6661809.84
1088784,6661627.77
1165867,6661380.78
948891,6660872.15
114241,6660315.72
965734,6660075.04
1886288,6659356.68
295080,6659198.73
1890922,6658729.56
915503,6658206.66
1942053,6657518.31
212453,6656855.40
518147,6656348.24
892421,6656281.24
1482604,6656247.36
936380,6655927.05
1240456,6655913.52
241315,6655444.50
1621112,6655243.78
122361,6655065.48
315053,6654625.74
818464,6653784.00
413278,6653429.40
1735851,6652865.00
1123722,6652428.12
666230,6651958.56
1471965,6651955.09
612985,6651499.68
893664,6650068.83
1042313,6649878.62
1790922,6649745.12
763244,6649680.36
1963261,6649449.17
337855,6647832.60
1035606,6647630.70
347914,6647452.56
1938509,6647319.12
885756,6646733.10
560707,6646574.88
1865948,6645835.50
513567,6645705.30
1266121,6645589.54
997155,6645443.75
1842070,6644620.50
888490,6644498.84
1390615,6644059.36
239795,6643602.90
1440866,6643591.59
1213244,6643298.76
1897367,6642923.54
114785,6642718.32
997384,6641642.80
710753,6639488.72
196838,6638774.16
1919204,6638287.05
1865512,6638246.24
488468,6637820.73
810602,6637373.60
1589799,6636958.38
93578,6636830.04
607620,6636469.37
163946,6636435.53
1567660,6635764.08
1998038,6635484.70
1495035,6635223.48
698219,6634966.48
1687314,6633603.60
211053,6633465.08
567119,6633128.72
1072296,6633000.64
817448,6632984.35
597346,6631712.65
292263,6631488.04
1593760,6631084.14
1839554,6630076.64
1418622,6629984.76
360471,6629532.80
1615918,6629162.24
1387632,6628966.40
987751,6628480.50
922216,6628059.62
699464,6627765.60
467120,6626295.52
1020277,6626143.20
717734,6625109.48
23392,6624825.21
338284,6622946.15
738242,6622937.77
711457,6622753.20
1172286,6621886.00
660768,6621803.92
1818996,6621549.94
1885712,6621440.70
747327,6620883.58
862023,6620089.68
497772,6619896.81
48378,6619870.74
1787061,6619828.95
1762745,6619475.85
118127,6619293.34
1274956,6618632.64
1924407,6618316.53
20684,6618201.60
912034,6618065.15
1063270,6616006.56
689364,6615167.48
345533,6614654.10
237857,6612718.14
14714,6612195.00
1137218,6612060.98
98162,6611155.98
243175,6610755.03
1871686,6610520.28
289799,6609513.24
1044583,6609133.34
1661993,6609047.83
143803,6608029.53
1138258,6607978.72
399381,6607929.20
1291342,6607753.48
490298,6607574.40
1043216,6607400.75
1710947,6606918.56
892146,6606139.14
1516360,6605965.64
570136,6605645.31
446330,6605501.21
590392,6604808.00
998028,6604252.80
732617,6604061.26
1012159,6603857.79
985474,6601977.34
369391,6601496.72
312590,6601372.36
1338758,6601092.71
1218636,6600652.38
42904,6600647.90
1535205,6600284.88
1493179,6600234.08
461705,6599623.68
1347545,6599208.59
399693,6597611.24
1539684,6597283.64
297628,6596898.95
1463568,6596755.92
320026,6596690.10
1235659,6595500.33
1794613,6595193.55
1611844,6593934.88
1486976,6593144.88
1088348,6592780.44
594148,6592722.22
170862,6592127.25
1960455,6591867.04
670422,6590709.60
389049,6590107.80
1949648,6589617.54
1863564,6589218.65
862754,6589086.57
1742258,6588504.30
1747117,6588430.24
498187,6588393.98
1198378,6588386.64
647679,6588322.14
1614273,6587861.50
1988744,6586738.56
161041,6585620.86
1645072,6582969.84
395964,6582815.49
470100,6581162.24
722408,6580529.06
820502,6580423.12
1685258,6580248.15
622673,6580042.62
560678,6579251.84
1357596,6578904.40
1169389,6578761.12
1172736,6578635.36
1385514,6578584.50
790650,6578489.56
1762998,6578296.83
712196,6575643.75
549513,6575465.79
1039112,6574356.80
124688,6574202.18
1573377,6573990.72
1946837,6571423.40
1392292,6571020.80
1943462,6569417.10
1249315,6569142.88
1441377,6568214.49
643009,6567713.36
916482,6567615.37
511942,6567220.80
990337,6567129.08
1996111,6566173.40
747758,6566121.44
497341,6565044.57
668933,6564586.36
1870358,6564417.09
1836478,6564351.28
1066883,6564300.16
1099858,6563899.10
1461472,6563647.72
869868,6563230.20
342630,6562774.51
741961,6562521.90
618992,6562045.20
1643705,6561880.38
639981,6561485.84
1937534,6560837.88
1011258,6560670.76
743500,6560621.80
1016289,6560334.48
1616461,6559855.92
387375,6559811.84
1560483,6559450.20
1319999,6559146.84
1047135,6559009.65
39880,6558738.44
1423594,6558293.61
523229,6557727.55
1562656,6557118.75
140254,6556625.55
764314,6556501.88
638278,6556112.64
524239,6556058.51
1390479,6555098.66
16733,6554746.00
1610971,6554132.75
715761,6553260.99
1971327,6553173.24
1173922,6553012.88
123176,6552976.40
1986931,6552805.66
1996218,6551946.72
896302,6551759.55
942454,6551684.91
941211,6551291.37
1574372,6550776.18
1072337,6550193.72
818400,6549238.08
1699968,6549220.08
818834,6548512.62
820169,6548088.72
1132611,6548055.18
664750,6547822.47
1486811,6547468.09
1918801,6547275.36
1335915,6547198.78
1418280,6546740.22
86486,6546415.68
262238,6545668.40
919159,6545595.30
247363,6545427.20
1094531,6544889.52
195224,6543074.61
1540449,6542809.35
698758,6542721.00
568785,6542442.66
338990,6542427.56
437141,6541961.57
544949,6541855.02
1586454,6540991.92
918589,6540199.20
1513739,6539806.35
93464,6539241.25
1113199,6537607.72
1340807,6537408.92
346370,6537092.16
1340003,6534906.07
997691,6534665.28
1386202,6534485.00
1867171,6534044.97
1241097,6533854.88
39776,6533839.00
116290,6533465.40
816486,6533279.28
641013,6533197.87
1640856,6532689.66
1335730,6532522.79
224373,6532038.76
245535,6531907.07
68939,6530907.84
723431,6529586.40
1521945,6529460.00
1064420,6529075.20
814566,6528356.00
235267,6528038.72
919362,6527708.46
362188,6526916.08
98979,6526675.00
811933,6526233.12
1198452,6526104.16
468552,6525784.16
1492295,6524905.77
747402,6524384.62
461919,6524347.50
1444570,6523670.70
1361258,6523408.32
786237,6522962.21
686957,6522625.20
487009,6522534.96
1999481,6522482.45
343070,6522236.25
518221,6522080.40
735389,6521782.05
1747696,6521682.31
1493986,6520290.81
1662896,6520191.87
1516155,6519996.40
887912,6519942.04
1714910,6519448.32
686521,6519283.03
1865657,6518152.62
1324852,6517880.25
190675,6517525.41
1519258,6516905.00
1462666,6516788.16
171462,6516446.16
292956,6516351.66
149684,6516262.96
1262502,6516194.40
1337165,6515713.40
642481,6515457.15
339335,6515320.80
110565,6515014.52
786202,6513244.29
821314,6513087.16
1598951,6512893.83
615256,6511756.41
814297,6511669.97
1919124,6511469.03
1524419,6510964.98
1840220,6510140.22
991994,6509118.67
1092972,6508768.00
467892,6508585.46
1988547,6508361.08
770073,6507285.85
393927,6506472.34
1836117,6506292.91
586697,6506088.12
712390,6504162.00
1144509,6503582.80
870303,6503385.28
1062289,6503265.92
669067,6502890.64
1447551,6501987.50
1071865,6500700.16
474890,6500565.18
285235,6500344.40
1565728,6499896.48
872356,6499718.36
1518117,6499175.34
514415,6498966.60
270717,6498591.93
840415,6498588.25
373633,6498560.72
1888280,6496487.30
1310253,6495890.08
1624871,6495483.28
1488271,6495080.86
1536258,6494027.55
799968,6493874.97
937731,6493871.20
1769837,6493777.55
47809,6493103.89
885941,6491663.52
716450,6491582.93
1237858,6491432.22
1540870,6491181.75
1932629,6489949.13
1064207,6488178.32
719782,6487099.80
1321424,6486933.60
897868,6486897.72
1243915,6486763.50
1314470,6486681.63
168555,6485123.58
707625,6484757.76
1543168,6483575.52
1561457,6483438.22
344848,6483173.00
1490888,6483003.94
613472,6482860.02
911682,6482831.10
111970,6482188.90
542287,6481035.60
644791,6479716.02
242338,6478973.02
1170663,6478919.93
311033,6478412.90
1673163,6477574.18
818670,6477098.40
487191,6476959.85
85983,6476262.26
412205,6475222.00
1972270,6474600.88
1839993,6473748.30
1194143,6473422.26
1396218,6473348.70
1563265,6472687.83
936454,6472558.22
888616,6472259.04
1673893,6471964.80
699801,6471863.28
1699686,6471190.17
393549,6470620.31
1360743,6470300.20
223719,6470277.45
960262,6469414.71
746870,6469202.08
1167067,6468774.48
893986,6468215.25
1811234,6467864.20
1694293,6467523.36
318798,6467360.76
972219,6467351.24
1568790,6466799.95
1820490,6466644.11
368240,6466626.76
1915199,6465415.11
336859,6464752.40
1616685,6464657.52
23952,6464290.72
744564,6463982.28
1115644,6463894.77
1616845,6463643.04
1386042,6463394.40
266681,6463369.20
1112638,6462582.32
1260796,6462187.16
1999875,6461907.10
262502,6461796.18
1839183,6461474.25
217950,6460662.60
1024579,6460552.70
1388784,6460460.16
1124874,6460050.87
265634,6459813.68
1221664,6459103.10
1573363,6458571.30
160847,6458409.54
1346331,6457756.34
412355,6457664.00
1393664,6457601.92
223034,6457259.12
1887802,6457212.40
1467934,6456802.22
1124660,6456704.24
1144465,6456423.96
1947702,6456207.40
422216,6455899.32
987240,6455809.56
94482,6455546.95
965840,6455027.85
822323,6453774.00
1919010,6453488.16
117467,6452752.56
1168847,6452624.64
343508,6452202.80
614159,6451973.84
918209,6450763.85
1010716,6449380.08
1738750,6448794.00
98905,6448770.28
611184,6448578.90
1113751,6448020.12
1191405,6447912.44
1218286,6447881.88
1365664,6447339.15
762875,6446645.68
960388,6446530.05
437754,6446528.37
467142,6445396.25
394598,6445379.16
561178,6445305.30
1524530,6445300.32
65421,6444768.20
45110,6444427.68
342942,6444197.84
1097507,6443605.35
1866878,6442790.56
1665240,6442747.59
567632,6442047.71
573720,6441190.65
1137408,6440957.74
1263535,6439625.36
1773162,6438594.60
964747,6438486.60
912867,6437286.72
622704,6437148.42
1736923,6436403.97
389430,6436241.52
236927,6436137.96
988474,6435948.96
537561,6435891.42
1023606,6435854.48
1298392,6435158.40
1937561,6434956.71
1471777,6434620.28
1714858,6434505.13
1245515,6434024.34
1072406,6433513.80
1274082,6433308.42
10525,6433186.86
536836,6432769.12
1720812,6432457.20
1768211,6431806.16
536988,6430287.72
1482583,6429868.50
547208,6429771.60
1796840,6429590.93
1169104,6429451.21
460974,6429039.12
1813493,6428826.36
462745,6427780.56
1396884,6426979.50
1735237,6426856.00
1012977,6426717.39
644392,6426685.44
1447339,6426255.20
1290966,6426085.42
185397,6424827.90
321691,6424521.12
272569,6424277.40
632635,6423938.64
1522248,6423655.68
1060464,6422973.56
1715692,6421975.74
1961459,6420459.50
15626,6420101.10
1560256,6420069.72
413401,6418627.68
1723254,6418473.88
1973932,6417735.84
222479,6417414.92
666770,6417330.66
992800,6416351.04
1315636,6416105.15
1040595,6416078.76
1612029,6415839.76
549599,6415673.85
621898,6415387.75
1211023,6413886.81
142419,6413309.40
1519216,6412643.75
1317195,6412517.10
993021,6412339.20
1216677,6412021.36
371837,6411692.30
1712810,6411648.43
1299339,6411428.40
1412616,6411244.77
1461374,6411221.30
215622,6410054.00
561467,6409049.02
1116700,6409016.25
1037347,6409008.90
1382588,6407916.84
1410456,6407308.11
312645,6406677.63
1644368,6405515.28
123769,6404863.50
667630,6404575.27
187753,6404378.75
1670431,6404172.24
490337,6403154.02
1049813,6402670.08
1271644,6402225.72
1857569,6402179.30
1949308,6401591.40
1291287,6400748.20
635827,6399272.25
562184,6398262.74
424242,6397562.92
1865461,6397309.52
598187,6397048.32
920899,6396768.72
10929,6396143.28
232617,6396054.30
166891,6396051.44
916869,6395345.95
1191776,6395064.03
820364,6394917.60
1221839,6394717.37
470670,6394680.00
760396,6393817.67
1094748,6393617.01
165420,6393515.40
1690256,6393271.50
1082594,6392862.12
1919556,6392560.86
367903,6392268.36
260305,6391182.56
1094400,6391138.42
1910962,6390446.60
665297,6390277.40
886398,6390167.00
718769,6388227.02
914757,6387010.56
74403,6386620.68
1445419,6386550.56
518473,6385428.40
1386454,6384880.25
1685516,6384843.36
1069668,6384324.66
1215600,6384061.50
1790615,6383870.37
1166857,6383826.75
613539,6383154.60
1395544,6382807.83
1793871,6382534.41
938929,6382057.20
1844451,6381830.76
1190431,6381603.82
1594482,6380622.40
1287912,6380060.25
1117275,6379971.05
1013241,6379405.34
1867782,6379284.58
248183,6379238.58
1092263,6379046.40
1685626,6377997.76
1991025,6377959.14
1318129,6377474.18
1268980,6376913.28
339793,6376665.41
213050,6376010.94
1910998,6375528.81
1572757,6375014.02
1398038,6374746.32
1638637,6373437.42
1662999,6372656.88
1811344,6372579.11
311989,6372220.04
995388,6372209.36
1273028,6371769.35
1397416,6370870.14
260269,6370727.34
1689784,6370601.52
318313,6370383.02
816464,6370033.60
420662,6369639.08
298905,6369483.63
862708,6368829.39
794389,6368553.08
537849,6368143.40
1991132,6367006.02
1914725,6366217.31
291683,6366144.20
1767275,6365940.45
393076,6365841.66
343852,6365826.13
268320,6365796.69
237133,6365781.54
1336176,6365571.30
88413,6365378.80
294835,6364569.60
836456,6364415.68
589348,6364229.00
1045030,6363790.81
1364417,6362419.68
1446186,6362418.48
1167961,6362249.38
46068,6361811.04
60568,6361375.05
1498991,6361041.61
1842760,6360882.15
1216473,6360802.58
365674,6360173.16
1999632,6359685.12
1799600,6359144.40
1343779,6358970.80
1849499,6358969.40
1887680,6358254.32
1312843,6356778.84
549622,6356438.55
1719438,6355752.64
1073382,6355326.60
1992994,6355022.57
19682,6354632.64
1573037,6354448.75
1396376,6353734.59
1523680,6352474.59
1942259,6352011.90
1372393,6351862.50
1935575,6351689.25
849584,6351676.53
798452,6350769.80
1289271,6350100.00
1814695,6350006.00
22628,6349020.59
1336897,6348803.71
1660500,6348637.05
163556,6348599.58
1569379,6348547.79
616967,6347877.48
892472,6347382.14
286475,6347225.88
1963237,6346911.78
1171644,6346367.04
1247269,6346139.94
89785,6345877.90
1696875,6344582.04
1042451,6343979.70
1174621,6343640.94
1263456,6342227.10
495311,6341309.84
1495285,6340680.81
965469,6340390.02
70193,6340084.70
738568,6340064.17
369157,6339920.86
874793,6339247.52
937876,6338305.56
317996,6338243.11
1657584,6337427.52
1549516,6337343.28
340840,6337179.18
1215712,6337173.96
1293871,6336344.34
241772,6336341.47
1322683,6335651.56
624223,6333787.61
1349606,6333724.22
616730,6333682.85
689296,6333067.52
746376,6332863.32
1022213,6332725.20
1420269,6332330.60
570075,6332189.52
1215220,6332062.72
1536426,6331709.49
1789132,6331545.06
1768471,6331496.60
1342307,6331244.08
1135591,6330665.38
1460482,6330578.20
1973886,6330111.61
1437212,6329607.72
397151,6328502.84
841978,6328311.15
1597855,6328009.17
667900,6327457.02
1562352,6327242.82
1310902,6326976.06
995557,6326634.44
318227,6326419.77
243803,6326316.00
1589509,6326214.42
1462353,6325834.84
1223851,6325779.01
437232,6325317.12
768108,6325157.28
645026,6324295.68
1286770,6323813.44
1162684,6322931.00
1273742,6321994.68
1119361,6321442.05
245443,6320881.32
1560382,6320659.45
1087753,6320450.21
1719757,6319158.84
1518894,6318378.77
413570,6318225.28
1817918,6317865.50
1887569,6317779.48
1811811,6316583.40
849817,6315614.72
943774,6314847.15
1495428,6314805.06
1022993,6314543.12
1218565,6314360.43
1488376,6314355.25
938539,6314134.32
945089,6314094.04
1123603,6313890.23
1073018,6313809.90
1962814,6313761.09
1923605,6313600.00
1872562,6313421.40
890480,6312387.98
943482,6312138.20
1491060,6311994.78
1419118,6310801.40
219525,6310636.80
662674,6310379.81
1343766,6310086.58
197341,6308767.35
1793005,6308723.20
1211431,6308197.40
172305,6307918.68
1596843,6307015.00
1688780,6306391.50
1645192,6306114.24
748919,6304524.25
962903,6304181.04
1860385,6303987.48
1071047,6303859.32
265613,6302950.50
295428,6302852.48
422797,6302110.50
1412530,6301753.44
812037,6301092.48
918298,6301079.16
1644546,6301018.64
1070097,6300812.64
463780,6300038.16
1687680,6299945.70
565616,6299296.73
10271,6299120.52
10848,6298429.20
1542516,6298245.12
1270285,6297957.40
1171693,6297932.55
1169865,6297411.73
916841,6297336.10
1947817,6297197.40
282619,6296567.40
11467,6296341.92
218691,6296129.10
1045598,6295667.56
115891,6295621.80
1067253,6295426.64
1418382,6295375.04
943470,6294153.25
846360,6293999.52
838031,6293953.68
345551,6293857.10
63784,6293736.82
1936440,6293706.68
1986576,6293687.64
1666717,6293677.74
1918735,6293511.60
615285,6293466.96
1437383,6291861.35
1385403,6291251.40
344394,6291122.58
1135546,6290398.53
1624638,6290278.20
1723341,6290205.96
1372637,6289603.60
1763530,6289529.76
1867324,6289397.64
1023132,6289033.38
197920,6286970.97
412790,6286968.66
1889756,6286651.90
711844,6286464.52
669712,6285116.80
564722,6284637.12
269576,6284074.92
470522,6284050.17
1266982,6283512.56
920270,6283422.60
466726,6283172.49
948656,6282632.64
1774237,6282515.12
1314325,6282466.40
1399387,6282002.58
70038,6281783.09
521964,6281781.44
1347829,6281583.48
