cntrycode,numcust,totacctbal
30,1,9048.50
30,1,6572.07
18,1,7367.73
31,1,7576.09
30,1,8337.90
29,1,8506.19
31,1,9972.05
17,1,5875.59
13,1,9649.96
30,1,5019.96
13,1,9266.71
18,1,9998.32
29,1,9128.49
30,1,9909.02
23,1,7371.50
23,1,9505.95
23,1,5405.24
30,1,5073.30
30,1,8300.05
31,1,5353.52
30,1,8755.01
17,1,9544.61
30,1,8811.46
13,1,8266.62
18,1,9908.13
17,1,6144.87
13,1,7057.55
18,1,7518.89
31,1,7573.71
23,1,6483.13
29,1,5160.17
13,1,9258.37
17,1,9627.43
30,1,5983.85
29,1,5632.88
18,1,9611.20
13,1,8576.50
29,1,9090.76
13,1,5822.81
17,1,7889.97
30,1,6698.38
31,1,8830.82
23,1,5621.81
23,1,5853.43
31,1,7881.95
13,1,7099.57
13,1,8084.28
17,1,8047.12
18,1,8294.57
31,1,5332.31
23,1,5447.79
31,1,8666.24
29,1,5101.92
30,1,9425.70
18,1,6114.25
23,1,7331.12
17,1,9501.68
23,1,9742.73
31,1,6497.74
30,1,7016.96
31,1,8936.21
29,1,8782.23
31,1,8913.80
17,1,6122.84
29,1,7864.37
30,1,6489.38
29,1,5800.99
13,1,9790.63
17,1,5723.64
30,1,8336.63
13,1,6837.37
23,1,6606.01
30,1,9821.12
18,1,8864.21
30,1,7305.16
18,1,8354.18
17,1,7243.24
13,1,8561.05
23,1,6453.81
23,1,6539.09
18,1,9193.78
18,1,8567.18
29,1,8368.95
13,1,8855.33
23,1,5280.16
30,1,6676.12
23,1,9751.55
18,1,9787.60
17,1,8718.76
18,1,9994.78
17,1,7055.26
13,1,5650.84
31,1,7929.88
29,1,9217.72
17,1,6757.73
17,1,7627.55
18,1,5044.78
31,1,9254.43
29,1,6615.83
29,1,7882.15
23,1,7407.39
30,1,7774.74
17,1,7446.32
29,1,6973.90
17,1,6252.92
23,1,5449.91
29,1,5533.49
29,1,9197.35
13,1,9440.34
31,1,8462.09
18,1,9869.39
23,1,8419.16
23,1,8889.62
31,1,9396.40
29,1,5552.42
18,1,8763.26
29,1,5733.48
31,1,5290.23
31,1,8924.23
30,1,9970.87
17,1,6842.34
31,1,9183.93
18,1,5660.71
29,1,5359.84
18,1,7387.24
30,1,7959.34
31,1,5376.14
17,1,9496.35
17,1,7724.85
30,1,7978.87
17,1,8501.25
31,1,7702.45
31,1,8749.94
13,1,6974.30
29,1,9751.19
23,1,6103.36
31,1,9522.51
18,1,5722.59
23,1,9386.90
18,1,7872.32
23,1,9171.26
30,1,8851.29
18,1,5187.09
29,1,5425.76
23,1,5131.64
18,1,6726.65
31,1,9148.15
18,1,5879.14
23,1,9163.99
23,1,5255.73
17,1,6022.91
31,1,9397.59
31,1,9569.81
31,1,7811.24
17,1,8747.01
18,1,6416.51
17,1,6332.28
31,1,5397.28
30,1,7263.23
17,1,5666.54
23,1,9633.99
29,1,9185.20
18,1,9153.92
30,1,5746.29
29,1,8258.10
18,1,8520.92
30,1,6097.95
31,1,9226.98
30,1,9864.71
18,1,5461.76
29,1,5149.15
31,1,5097.47
17,1,6803.50
23,1,5472.93
29,1,6654.54
17,1,9769.86
17,1,9179.43
18,1,8571.48
13,1,8239.06
18,1,9233.53
18,1,8851.09
17,1,7629.79
23,1,9234.77
23,1,8766.74
18,1,9596.16
31,1,8088.27
30,1,5902.89
29,1,6482.68
31,1,7627.23
29,1,9318.05
18,1,6684.24
30,1,9754.10
29,1,6733.23
18,1,9858.56
30,1,6829.62
17,1,9410.19
30,1,8958.69
13,1,7538.63
17,1,6898.08
31,1,6809.99
13,1,9499.14
30,1,9530.13
18,1,8336.81
18,1,6851.64
23,1,9659.87
13,1,8334.95
31,1,7691.95
29,1,6778.03
17,1,5724.62
18,1,7183.08
30,1,8075.17
17,1,5527.01
18,1,5801.97
31,1,9342.54
17,1,7701.92
30,1,6546.42
30,1,7856.55
17,1,8097.55
29,1,7968.90
31,1,9850.34
31,1,6454.89
29,1,8464.85
17,1,6680.85
31,1,9981.02
18,1,8962.38
17,1,8429.93
31,1,8137.96
17,1,8142.81
17,1,5092.79
17,1,5050.30
18,1,5856.14
31,1,6560.94
18,1,6229.86
17,1,9979.03
18,1,8280.78
13,1,5372.85
29,1,6693.17
17,1,8338.67
17,1,5517.89
17,1,9746.11
23,1,9077.24
30,1,6506.90
13,1,7282.07
31,1,7144.86
13,1,9296.48
18,1,6678.15
18,1,8007.54
29,1,7687.63
30,1,7416.78
13,1,8961.49
23,1,8232.34
13,1,6513.04
17,1,8621.80
29,1,9399.80
23,1,9812.28
18,1,9757.58
17,1,7362.41
23,1,5523.55
30,1,6026.69
23,1,7198.79
29,1,5930.83
18,1,6185.35
18,1,9330.03
29,1,8693.18
17,1,7644.72
29,1,6351.32
18,1,5244.63
29,1,7122.05
31,1,5483.18
13,1,6933.65
18,1,6284.80
17,1,5145.64
29,1,9197.78
30,1,6289.53
29,1,9605.85
18,1,9748.71
23,1,9657.27
23,1,5189.20
18,1,8574.22
29,1,9265.14
18,1,9747.48
30,1,8338.32
13,1,5834.98
18,1,8751.93
13,1,6832.40
13,1,7236.61
18,1,8641.94
18,1,6687.44
18,1,5601.22
31,1,7336.21
30,1,7971.31
29,1,9477.68
13,1,5834.27
31,1,5169.29
31,1,7025.13
23,1,7678.20
23,1,9669.19
17,1,6450.19
18,1,7039.40
23,1,6979.67
30,1,6739.86
30,1,8614.82
23,1,5372.20
17,1,8763.13
23,1,8457.31
13,1,9578.94
17,1,9372.95
29,1,6343.87
17,1,8863.99
13,1,8034.78
30,1,9067.13
31,1,5386.54
31,1,6141.07
31,1,5474.88
13,1,9160.60
13,1,9967.24
29,1,5631.51
23,1,7692.16
31,1,9110.03
18,1,5119.79
23,1,8904.01
31,1,7012.82
17,1,5466.25
30,1,7590.65
17,1,9966.38
18,1,7265.89
18,1,8470.49
23,1,6790.84
23,1,9222.89
13,1,8946.25
17,1,6798.60
30,1,4998.52
17,1,6525.70
23,1,8379.83
23,1,9021.72
17,1,7683.72
17,1,9206.48
30,1,7528.21
29,1,7724.87
23,1,7909.59
18,1,7995.38
30,1,5851.61
17,1,7083.05
29,1,7205.15
23,1,9362.61
31,1,9106.24
13,1,6626.04
13,1,8357.86
17,1,5250.47
18,1,8312.81
17,1,7751.70
17,1,5447.21
30,1,9948.84
18,1,8687.05
13,1,6619.81
18,1,6474.42
17,1,7791.35
18,1,8485.51
18,1,5736.80
31,1,7289.80
17,1,9255.73
17,1,6398.91
30,1,9432.00
23,1,7793.41
23,1,7746.69
31,1,6644.70
29,1,5112.58
17,1,6383.60
13,1,9677.06
13,1,5990.89
30,1,8897.76
17,1,8106.75
23,1,5799.93
23,1,9256.01
30,1,6082.21
23,1,8433.08
31,1,6375.17
29,1,7834.51
29,1,9481.50
18,1,8852.10
13,1,8262.43
17,1,6697.65
13,1,5667.52
13,1,9888.25
17,1,6632.41
31,1,6445.66
23,1,5515.21
13,1,8412.64
17,1,5583.91
23,1,6961.92
23,1,7489.24
18,1,5876.06
13,1,9259.86
30,1,9431.38
31,1,7213.60
30,1,6194.23
31,1,6344.48
29,1,7889.05
17,1,6549.56
31,1,9038.93
30,1,6452.28
29,1,7713.51
29,1,6802.99
30,1,5539.56
29,1,9294.44
18,1,6491.50
29,1,7780.72
30,1,9915.31
29,1,9889.62
17,1,8301.31
18,1,9680.09
30,1,9030.73
18,1,5382.81
30,1,5541.50
18,1,9725.89
23,1,6800.57
23,1,6075.13
13,1,9796.61
31,1,9494.51
13,1,8712.96
17,1,8850.10
23,1,5493.84
13,1,8274.72
31,1,8110.39
29,1,9624.32
17,1,5859.85
29,1,8431.93
13,1,9616.36
29,1,8302.38
31,1,7647.65
13,1,6741.61
17,1,7203.61
13,1,8679.03
13,1,9819.45
30,1,6772.18
31,1,9867.68
13,1,9922.13
30,1,8196.24
17,1,7564.40
31,1,8611.47
23,1,9175.59
23,1,5274.28
29,1,6567.29
31,1,6686.08
13,1,9790.63
31,1,6953.29
17,1,6454.38
13,1,5115.97
23,1,8695.94
31,1,9320.68
23,1,8880.75
17,1,9960.31
30,1,8513.37
30,1,9263.03
18,1,5846.77
23,1,7894.23
30,1,5111.32
29,1,8962.71
30,1,7581.22
30,1,9367.87
18,1,6345.73
17,1,9539.71
17,1,5175.83
31,1,5667.88
29,1,7951.89
31,1,6853.20
31,1,5058.74
18,1,7719.94
29,1,7220.51
29,1,8388.90
18,1,6645.05
13,1,9507.14
31,1,7016.72
30,1,6594.46
29,1,9966.73
31,1,8091.51
17,1,6137.11
31,1,5380.70
30,1,5510.40
18,1,7228.85
31,1,5540.73
13,1,8150.12
23,1,5167.71
13,1,7251.16
30,1,7661.71
13,1,9221.30
29,1,8030.59
23,1,9290.10
13,1,6051.83
23,1,8247.76
18,1,9049.53
31,1,5170.52
29,1,9010.93
29,1,9414.98
13,1,5062.84
13,1,6807.11
17,1,9461.67
17,1,8361.86
17,1,6315.51
13,1,8584.90
18,1,7431.76
13,1,5652.16
17,1,6220.58
18,1,6224.33
29,1,6200.81
30,1,7120.29
18,1,8393.19
18,1,8603.57
29,1,6473.00
31,1,6011.06
31,1,7949.21
31,1,9109.57
18,1,6981.56
17,1,6117.93
31,1,6334.68
31,1,8849.71
18,1,8710.83
30,1,9857.06
18,1,6065.12
30,1,7488.18
18,1,7895.30
29,1,6562.44
23,1,7448.41
30,1,6217.93
30,1,9244.98
31,1,6442.29
29,1,9864.81
29,1,5686.58
18,1,8121.50
31,1,5761.57
17,1,6240.95
13,1,8180.31
30,1,7794.41
30,1,8112.76
23,1,7569.43
23,1,6317.60
13,1,9003.76
29,1,7186.31
29,1,9741.61
30,1,7535.07
18,1,6842.98
17,1,6123.51
30,1,9466.80
30,1,8956.52
29,1,7761.26
18,1,6804.44
30,1,5453.78
23,1,8931.62
31,1,9529.76
18,1,8514.36
29,1,6051.10
31,1,6996.52
31,1,5262.81
23,1,5913.48
29,1,5760.64
13,1,8348.82
17,1,7977.95
29,1,9754.05
30,1,9286.29
17,1,7339.51
29,1,7869.81
30,1,7324.79
17,1,5244.87
13,1,5132.54
30,1,8461.98
31,1,7340.37
13,1,8169.44
17,1,6373.74
23,1,5656.15
17,1,8409.19
30,1,7982.27
31,1,8646.51
18,1,5891.75
23,1,6703.59
23,1,9164.72
17,1,5309.93
18,1,9854.67
17,1,8139.20
13,1,7444.04
13,1,6815.99
29,1,7601.18
23,1,6498.94
31,1,7160.83
30,1,5464.70
29,1,6327.69
17,1,5019.27
13,1,5985.64
17,1,6430.83
17,1,8835.76
23,1,5267.02
31,1,5242.62
23,1,8983.81
29,1,7576.78
17,1,8772.83
13,1,6657.80
23,1,5331.10
31,1,9249.31
18,1,9425.38
18,1,5945.94
29,1,5630.78
29,1,5864.81
29,1,5602.45
29,1,9989.17
29,1,5209.39
29,1,8959.84
18,1,9515.34
18,1,6358.11
23,1,8774.31
31,1,7384.12
23,1,9931.75
31,1,6634.41
31,1,8561.85
29,1,6528.38
30,1,9967.06
30,1,8228.45
23,1,6898.34
31,1,8461.47
29,1,5850.65
18,1,5891.45
13,1,9813.68
13,1,5085.87
17,1,5832.01
17,1,8322.31
13,1,5698.79
17,1,7503.64
30,1,7481.78
13,1,5778.35
18,1,5559.75
30,1,8545.83
30,1,7683.60
13,1,9074.81
30,1,9376.54
29,1,7146.44
18,1,9029.02
30,1,7495.90
31,1,5555.89
30,1,8702.84
30,1,5628.21
29,1,7092.29
29,1,7460.05
23,1,7640.82
29,1,7934.35
17,1,7744.58
13,1,6744.91
29,1,8764.03
13,1,5246.74
23,1,6238.21
30,1,6925.25
30,1,6877.71
23,1,9351.52
23,1,9528.02
23,1,5990.81
29,1,5568.24
29,1,5408.86
30,1,6259.39
30,1,9115.90
30,1,5306.62
13,1,5480.92
23,1,7283.03
23,1,8340.44
17,1,9658.05
30,1,6434.60
13,1,5882.00
31,1,5448.31
18,1,9975.55
29,1,8829.23
18,1,5622.54
30,1,8603.61
17,1,9612.05
30,1,8039.38
29,1,9396.72
30,1,6003.54
31,1,7014.69
31,1,9172.40
18,1,6634.09
13,1,9777.61
23,1,6613.52
30,1,6921.04
31,1,5741.21
29,1,5125.01
31,1,9391.20
17,1,6594.19
13,1,9234.83
23,1,7449.54
23,1,7096.87
13,1,6753.66
18,1,8429.60
18,1,5560.35
31,1,9604.37
30,1,7196.15
18,1,7633.43
23,1,8664.27
13,1,7915.27
18,1,7615.28
29,1,6516.27
13,1,6665.26
18,1,7793.50
18,1,9312.99
29,1,6194.40
31,1,6605.72
23,1,8080.10
31,1,5055.73
30,1,7614.31
13,1,9185.30
18,1,6082.28
23,1,8222.66
13,1,5067.13
18,1,7023.59
31,1,6785.33
31,1,5771.05
18,1,6213.44
30,1,7583.21
30,1,5669.25
31,1,6526.16
23,1,9697.54
29,1,8579.90
13,1,8039.54
23,1,9274.23
23,1,7300.83
23,1,5370.48
31,1,5116.39
23,1,6980.34
30,1,9084.22
29,1,6571.21
17,1,7423.34
18,1,8044.53
30,1,6982.96
30,1,7173.28
18,1,7620.08
30,1,6831.41
13,1,6229.49
23,1,7570.69
17,1,5714.95
18,1,6185.30
29,1,9498.58
13,1,7522.96
30,1,7450.67
29,1,5138.62
23,1,9307.55
31,1,8114.85
18,1,7440.29
17,1,6978.78
29,1,5922.30
23,1,7045.07
13,1,9278.79
30,1,5803.21
23,1,7210.16
17,1,5762.62
13,1,5504.26
30,1,9333.15
31,1,8757.86
29,1,6036.74
17,1,6420.99
31,1,7875.30
29,1,6797.16
30,1,7593.25
23,1,7038.94
13,1,8796.52
29,1,9241.14
29,1,5023.02
30,1,9007.89
31,1,9247.39
23,1,6367.08
18,1,4998.40
18,1,5542.06
23,1,7511.63
23,1,8280.26
23,1,6230.13
29,1,9980.62
29,1,7546.17
23,1,5834.08
18,1,6978.73
31,1,7717.88
23,1,8141.96
29,1,5692.39
30,1,8678.62
17,1,9633.23
18,1,7379.28
30,1,5799.59
31,1,9627.66
29,1,5552.45
18,1,7661.30
18,1,8463.58
31,1,7444.25
18,1,7932.39
29,1,7147.64
29,1,9430.64
17,1,7875.83
31,1,5527.01
18,1,6309.48
29,1,7642.40
18,1,6999.03
31,1,5894.56
13,1,5530.80
29,1,6768.02
17,1,8001.99
13,1,5788.26
30,1,8166.40
31,1,5239.17
18,1,7843.47
17,1,5594.91
13,1,5858.59
30,1,9802.86
31,1,7896.18
18,1,9617.51
30,1,8346.63
13,1,7684.39
18,1,8613.60
31,1,7291.80
31,1,5483.31
18,1,5054.51
29,1,7885.94
23,1,5650.29
23,1,6529.03
18,1,5165.19
29,1,6473.24
23,1,9301.95
30,1,6356.92
18,1,8160.14
17,1,5131.24
30,1,5505.99
17,1,6768.08
18,1,8192.81
23,1,6815.21
31,1,7304.53
30,1,6651.55
17,1,6706.43
18,1,8643.40
18,1,6347.27
30,1,9246.06
23,1,6689.20
17,1,7581.43
23,1,8559.27
13,1,8347.69
23,1,8879.98
30,1,5521.61
29,1,7967.90
17,1,5398.59
18,1,7698.62
17,1,7823.52
13,1,7272.70
23,1,6782.41
17,1,9519.51
17,1,6002.81
29,1,8916.00
30,1,7052.84
29,1,6289.40
31,1,8014.86
17,1,9467.14
18,1,7698.70
29,1,8873.25
17,1,6853.59
18,1,9450.39
31,1,6112.53
31,1,9430.12
17,1,9089.80
17,1,7539.34
18,1,5823.15
29,1,6142.43
17,1,8689.29
30,1,8371.47
18,1,5122.67
17,1,8803.10
23,1,6768.37
13,1,7254.97
18,1,7866.36
29,1,8087.58
23,1,6139.38
31,1,5852.77
18,1,5687.25
23,1,8991.89
18,1,8152.40
18,1,7990.57
13,1,8314.76
30,1,6847.66
18,1,7338.66
17,1,7677.55
29,1,8358.23
17,1,6094.67
29,1,9186.00
18,1,7958.58
29,1,6623.77
18,1,7053.59
29,1,5471.84
17,1,6993.37
13,1,9187.73
31,1,6925.25
13,1,7013.38
30,1,7921.43
23,1,5838.05
30,1,9919.69
18,1,9240.70
18,1,5259.47
29,1,7788.69
13,1,7623.90
31,1,6999.17
13,1,5810.96
18,1,5688.49
29,1,8644.17
18,1,7598.71
30,1,6175.36
23,1,5177.37
13,1,8611.70
30,1,9207.87
23,1,7221.12
31,1,8616.27
31,1,9411.79
31,1,6724.70
17,1,5286.63
30,1,8758.27
13,1,6586.07
17,1,5060.05
31,1,6731.66
23,1,5839.72
18,1,7467.09
29,1,9762.88
13,1,5011.27
30,1,7565.69
18,1,7349.18
17,1,9111.20
23,1,9350.00
18,1,6831.22
29,1,7077.96
30,1,7563.93
18,1,7674.15
30,1,6431.26
13,1,8242.71
23,1,5315.10
30,1,9156.03
31,1,8454.08
13,1,5178.94
23,1,6542.99
13,1,5128.03
29,1,5104.34
23,1,6585.79
30,1,9478.64
30,1,6757.96
13,1,6528.93
30,1,5986.38
29,1,5529.67
31,1,8320.21
30,1,6332.80
17,1,6592.75
17,1,8134.94
31,1,6136.80
17,1,9695.99
31,1,5635.28
31,1,9858.32
23,1,5914.74
18,1,6326.23
13,1,6846.54
30,1,5748.64
23,1,5087.70
31,1,7531.02
30,1,6810.43
13,1,8315.56
18,1,8198.27
31,1,9904.13
18,1,9438.84
29,1,6605.27
17,1,7986.57
31,1,8241.43
18,1,7080.32
13,1,8653.96
31,1,6820.61
18,1,6562.31
13,1,6042.40
30,1,5318.89
29,1,5512.58
29,1,7244.30
31,1,8808.85
31,1,5420.38
18,1,6243.96
23,1,8571.68
31,1,8592.54
29,1,9795.92
29,1,8895.48
17,1,6507.74
17,1,7907.72
30,1,8871.45
29,1,5387.91
29,1,9089.16
17,1,5973.98
29,1,9429.81
13,1,6990.87
30,1,5753.86
30,1,5160.63
23,1,9165.15
29,1,8177.37
30,1,9999.18
31,1,5644.10
31,1,9431.63
29,1,5362.05
13,1,6855.27
17,1,6395.19
30,1,6592.22
30,1,7131.41
18,1,7582.45
23,1,8056.05
23,1,7294.67
30,1,5327.52
29,1,9401.95
31,1,7290.34
13,1,8157.23
30,1,9182.97
13,1,6355.86
29,1,7394.12
13,1,7983.33
23,1,8028.20
18,1,9320.93
30,1,5792.27
31,1,9093.50
30,1,6301.81
23,1,6304.76
23,1,9317.03
23,1,8483.69
31,1,6677.63
31,1,7081.09
13,1,5957.56
17,1,5388.88
29,1,5327.45
23,1,8095.41
31,1,5790.77
29,1,6084.83
18,1,6134.20
17,1,8186.10
30,1,5701.00
29,1,9193.80
23,1,9191.23
30,1,8264.76
31,1,8102.36
30,1,7500.78
23,1,6664.19
13,1,9688.83
18,1,9885.45
13,1,8910.85
17,1,5012.94
18,1,8590.04
30,1,5814.22
31,1,8441.56
30,1,5096.10
23,1,6312.97
18,1,9142.54
17,1,9253.73
31,1,7722.60
30,1,8486.13
31,1,8758.59
23,1,8177.12
30,1,9930.23
13,1,9001.65
31,1,5090.28
31,1,7313.07
23,1,7785.32
29,1,5625.75
29,1,8965.25
30,1,8352.09
31,1,8974.42
18,1,5973.16
29,1,7058.42
29,1,9793.14
31,1,8868.84
29,1,5090.21
29,1,6506.54
31,1,7476.82
31,1,7128.71
29,1,7390.53
31,1,9156.46
13,1,8409.28
30,1,8220.69
30,1,6831.82
13,1,5562.86
31,1,5720.19
13,1,8437.30
29,1,6438.90
18,1,8976.86
18,1,9647.94
30,1,7110.03
29,1,7489.85
18,1,8132.47
30,1,7020.13
13,1,7593.26
13,1,6354.28
29,1,5343.39
31,1,8286.86
31,1,6318.94
23,1,9003.74
17,1,7432.29
18,1,6018.66
13,1,5675.15
29,1,9407.92
29,1,5375.38
17,1,8501.76
31,1,7530.65
17,1,8769.86
23,1,9061.77
31,1,8637.42
23,1,9340.64
17,1,7846.41
30,1,9092.16
31,1,6828.99
29,1,7587.64
23,1,7423.02
31,1,5135.73
13,1,6084.74
31,1,6363.04
29,1,7287.31
31,1,5447.07
23,1,9749.89
30,1,6752.27
13,1,9629.07
23,1,6538.95
17,1,8645.91
18,1,6047.46
29,1,8240.85
17,1,9889.50
29,1,7838.60
31,1,5688.21
13,1,8969.47
13,1,5374.03
17,1,8536.60
31,1,6237.14
29,1,8893.96
30,1,5940.54
30,1,6388.06
18,1,7684.15
29,1,7102.88
13,1,5274.04
29,1,8460.28
29,1,6632.54
17,1,8167.29
18,1,7285.12
30,1,6865.43
31,1,5676.60
17,1,5804.34
18,1,9722.07
17,1,8003.03
30,1,7819.19
31,1,5035.16
23,1,6240.18
18,1,6424.24
18,1,8747.71
30,1,7382.56
31,1,9835.35
13,1,7829.09
17,1,6498.66
30,1,5682.26
17,1,7354.32
29,1,8767.77
23,1,6079.59
30,1,6417.48
31,1,9673.05
31,1,7771.82
31,1,9695.59
29,1,9753.50
17,1,7176.93
23,1,9247.91
23,1,9395.67
17,1,9673.06
31,1,8929.89
13,1,8834.31
29,1,5867.78
30,1,7900.66
17,1,6816.02
18,1,5309.48
23,1,8454.85
18,1,9690.33
29,1,9420.26
18,1,9775.24
29,1,7889.09
17,1,7760.25
31,1,9094.39
23,1,6412.43
17,1,6290.62
30,1,6280.55
17,1,9027.25
29,1,9361.06
30,1,9186.95
23,1,9222.84
30,1,9122.91
13,1,8170.78
18,1,5174.49
13,1,6079.38
23,1,5391.85
23,1,9145.23
31,1,9528.79
30,1,6904.56
18,1,5552.80
31,1,5342.95
23,1,8991.25
18,1,9643.09
29,1,5840.79
13,1,5459.51
30,1,6399.05
29,1,8572.85
30,1,8467.58
23,1,7463.29
31,1,7814.19
17,1,5603.83
29,1,6094.53
30,1,5431.26
18,1,9251.24
23,1,7034.68
23,1,9063.39
31,1,5514.84
18,1,8275.56
30,1,5049.72
17,1,6580.84
17,1,8376.21
23,1,6138.68
31,1,9725.71
18,1,6584.47
23,1,5672.85
31,1,7932.79
31,1,8898.41
17,1,5059.30
29,1,8069.16
13,1,9241.52
31,1,6214.60
31,1,5676.70
23,1,9376.24
31,1,9007.54
18,1,7302.30
17,1,6531.43
18,1,5341.67
13,1,9893.02
13,1,6972.86
30,1,6392.08
23,1,5297.78
23,1,8938.29
29,1,7237.37
23,1,6427.78
23,1,5810.55
23,1,6071.04
13,1,8157.41
13,1,7116.89
30,1,9534.48
17,1,6216.42
31,1,5458.54
18,1,7623.07
13,1,9646.26
13,1,8517.70
23,1,8049.25
29,1,5409.72
31,1,8309.83
13,1,8875.51
31,1,5328.71
30,1,8121.05
23,1,9524.07
31,1,7401.38
17,1,9925.13
17,1,5694.43
29,1,5773.60
18,1,6071.53
13,1,9865.68
17,1,8930.98
17,1,5344.76
30,1,6964.16
17,1,6527.83
13,1,6212.51
30,1,8775.82
17,1,9100.52
29,1,8474.91
30,1,8313.10
31,1,6166.80
18,1,7795.55
30,1,6133.55
29,1,8903.81
17,1,5934.48
29,1,9983.68
17,1,7218.87
29,1,9086.12
23,1,5882.66
13,1,9332.63
13,1,7152.62
31,1,8557.63
18,1,9331.64
23,1,6036.37
23,1,5049.67
31,1,7392.06
30,1,9882.68
30,1,6177.79
29,1,8084.80
17,1,6531.93
13,1,9516.39
23,1,6879.16
17,1,9222.33
30,1,7449.83
17,1,8894.67
23,1,9591.28
18,1,8622.37
29,1,5286.71
18,1,5792.59
31,1,5057.81
30,1,8562.64
18,1,5321.81
17,1,5262.32
30,1,7774.67
29,1,7403.94
23,1,8926.60
30,1,9756.06
23,1,7372.49
30,1,9003.99
23,1,5736.86
18,1,7788.22
29,1,6300.17
30,1,5545.94
30,1,5440.39
29,1,7680.10
30,1,8763.06
13,1,8562.54
29,1,5880.57
30,1,8087.87
31,1,6689.21
13,1,5435.02
31,1,5183.72
29,1,9522.62
29,1,9441.64
18,1,7508.30
23,1,8198.44
31,1,5247.03
23,1,8600.11
13,1,8436.31
31,1,5165.46
29,1,9028.90
30,1,6009.81
23,1,9658.96
17,1,8201.25
23,1,9799.41
18,1,6963.82
18,1,5373.79
31,1,7260.78
23,1,6726.45
31,1,6583.81
13,1,5445.66
13,1,7694.63
18,1,8278.52
17,1,7510.89
17,1,8703.05
13,1,7025.78
23,1,8600.25
18,1,9625.69
23,1,9643.98
23,1,8141.34
18,1,9331.70
23,1,7149.90
29,1,7893.32
13,1,5203.76
17,1,9570.72
18,1,7992.97
13,1,9673.28
30,1,5382.83
17,1,6916.19
29,1,8758.93
23,1,9179.88
13,1,7705.33
23,1,6484.73
29,1,9250.23
30,1,5061.32
17,1,9092.18
29,1,6624.83
13,1,9608.42
13,1,8036.65
29,1,8044.99
13,1,9137.63
18,1,9463.38
31,1,6967.48
13,1,5493.29
17,1,5767.66
17,1,7772.95
18,1,7386.99
23,1,9263.60
17,1,8622.15
30,1,5290.30
31,1,5559.57
17,1,6148.33
29,1,7556.99
29,1,5492.98
29,1,9405.71
13,1,9347.42
23,1,7927.69
31,1,7985.21
13,1,6959.91
23,1,6445.95
29,1,5699.43
17,1,5314.20
30,1,7332.93
17,1,6853.41
29,1,7232.14
23,1,6692.20
30,1,7011.22
29,1,7297.82
30,1,7761.10
29,1,7662.67
30,1,5744.65
29,1,7926.95
23,1,5099.14
31,1,8355.55
18,1,8980.11
13,1,6152.66
18,1,6803.14
23,1,6884.52
23,1,5980.73
30,1,9774.97
31,1,5364.11
29,1,9625.76
29,1,9206.57
13,1,5090.09
18,1,8305.01
29,1,5594.52
13,1,6201.71
30,1,6839.49
13,1,7745.92
29,1,8269.88
23,1,8302.72
29,1,9365.82
17,1,5689.73
18,1,5306.06
29,1,5519.37
29,1,5398.28
31,1,7610.36
29,1,6101.31
29,1,7451.22
31,1,7066.24
23,1,8103.88
30,1,9912.92
31,1,5612.60
30,1,6180.81
23,1,8430.56
13,1,9137.47
31,1,8999.65
30,1,5718.72
23,1,8244.25
18,1,8400.21
30,1,8232.13
13,1,6325.05
30,1,8089.69
18,1,9862.16
23,1,9173.58
31,1,5665.63
17,1,7540.22
17,1,8255.81
29,1,7791.49
30,1,5669.69
31,1,5183.23
13,1,6454.59
29,1,9055.30
31,1,8698.47
30,1,6937.76
18,1,8705.10
17,1,8683.02
17,1,6086.08
13,1,9359.61
30,1,5711.54
29,1,6130.45
18,1,6418.20
31,1,6500.08
13,1,8938.40
29,1,8552.86
17,1,7459.26
29,1,7464.07
30,1,7173.69
17,1,5291.12
13,1,6501.95
31,1,5441.60
13,1,5432.22
23,1,6674.50
17,1,7812.00
29,1,6468.39
23,1,8669.94
31,1,5104.70
23,1,7165.57
23,1,5602.88
17,1,7555.41
29,1,5289.72
13,1,9940.64
18,1,6485.68
30,1,7822.92
18,1,9997.00
31,1,5532.47
29,1,7610.64
30,1,9782.54
29,1,5771.91
31,1,9943.14
18,1,8782.88
29,1,5054.19
31,1,9309.49
23,1,7755.68
18,1,5816.82
17,1,7487.23
17,1,5786.84
23,1,5464.16
30,1,8779.95
30,1,7416.85
13,1,7293.67
13,1,6865.15
23,1,9144.61
17,1,9290.50
23,1,9334.60
23,1,8629.08
13,1,8904.71
30,1,6211.72
18,1,8062.25
13,1,7745.55
29,1,5023.40
13,1,9828.08
18,1,7800.40
29,1,7454.14
30,1,9483.81
30,1,7362.27
30,1,8430.24
29,1,8995.20
29,1,6920.11
30,1,7188.47
31,1,8990.14
18,1,7293.59
18,1,5410.95
30,1,5787.07
17,1,9971.91
13,1,7725.75
23,1,9387.34
13,1,9256.59
17,1,6230.44
23,1,8773.99
17,1,5720.19
23,1,6615.20
23,1,9274.60
29,1,5855.01
17,1,8545.40
29,1,5992.11
17,1,5290.39
13,1,8140.44
29,1,5391.64
31,1,6177.26
29,1,6997.53
31,1,6392.90
13,1,5760.39
31,1,7558.23
17,1,8263.97
18,1,5453.50
13,1,6015.24
13,1,5595.38
29,1,6921.63
23,1,6977.91
29,1,6556.32
17,1,6252.22
17,1,8888.35
30,1,5850.94
17,1,5779.93
18,1,6855.38
23,1,6692.80
29,1,8830.38
29,1,6338.37
13,1,5162.27
