cntrycode,numcust,totacctbal
17,1,5864.90
17,1,5865.59
17,1,5866.70
17,1,5867.17
17,1,5867.38
17,1,5867.86
17,1,5867.92
17,1,5869.08
17,1,5869.10
17,1,5870.69
17,1,5871.29
17,1,5871.42
17,1,5872.19
17,1,5873.08
17,1,5873.79
17,1,5873.81
17,1,5874.07
17,1,5874.84
17,1,5875.37
17,1,5875.59
17,1,5875.60
17,1,5875.67
17,1,5876.75
17,1,5876.91
17,1,5877.36
17,1,5878.24
17,1,5878.45
17,1,5880.13
17,1,5880.37
17,1,5880.65
17,1,5881.58
17,1,5881.64
17,1,5881.94
17,1,5881.94
17,1,5881.96
17,1,5882.52
17,1,5883.42
17,1,5883.64
17,1,5883.79
17,1,5884.37
17,1,5885.03
17,1,5885.67
17,1,5886.33
17,1,5887.69
17,1,5888.31
17,1,5888.31
17,1,5888.49
17,1,5888.62
17,1,5888.65
17,1,5888.72
17,1,5889.97
17,1,5890.81
17,1,5891.11
17,1,5891.41
17,1,5891.45
17,1,5891.77
17,1,5892.06
17,1,5892.29
17,1,5893.29
17,1,5894.85
17,1,5895.26
17,1,5895.62
17,1,5898.02
17,1,5898.85
17,1,5899.02
17,1,5899.05
17,1,5899.25
17,1,5899.75
17,1,5900.00
17,1,5902.12
17,1,5902.38
17,1,5903.12
17,1,5903.30
17,1,5903.78
17,1,5904.41
17,1,5904.70
17,1,5904.77
17,1,5906.26
17,1,5908.73
17,1,5908.87
17,1,5909.43
17,1,5910.23
17,1,5910.76
17,1,5911.54
17,1,5911.87
17,1,5912.70
17,1,5913.44
17,1,5914.17
17,1,5914.31
17,1,5914.39
17,1,5914.68
17,1,5914.71
17,1,5915.56
17,1,5915.62
17,1,5916.92
17,1,5917.35
17,1,5917.39
17,1,5917.59
17,1,5917.75
17,1,5917.76
17,1,5917.86
17,1,5917.87
17,1,5918.62
17,1,5918.83
17,1,5918.94
17,1,5920.69
17,1,5920.94
17,1,5920.99
17,1,5921.63
17,1,5921.79
17,1,5922.49
17,1,5923.05
17,1,5923.28
17,1,5923.42
17,1,5923.60
17,1,5923.82
17,1,5925.80
17,1,5926.41
17,1,5926.66
17,1,5926.85
17,1,5927.18
17,1,5927.52
17,1,5927.94
17,1,5928.97
17,1,5930.76
17,1,5931.65
17,1,5931.91
17,1,5932.84
17,1,5933.99
17,1,5934.48
17,1,5934.77
17,1,5935.40
17,1,5936.45
17,1,5938.07
17,1,5938.20
17,1,5938.60
17,1,5939.58
17,1,5939.75
17,1,5939.93
17,1,5941.99
17,1,5942.72
17,1,5942.86
17,1,5943.38
17,1,5943.94
17,1,5944.73
17,1,5946.16
17,1,5946.57
17,1,5948.44
17,1,5949.33
17,1,5950.28
17,1,5951.24
17,1,5954.11
17,1,5955.08
17,1,5955.54
17,1,5955.73
17,1,5955.86
17,1,5955.91
17,1,5957.02
17,1,5957.90
17,1,5958.03
17,1,5958.05
17,1,5958.40
17,1,5958.58
17,1,5959.07
17,1,5959.48
17,1,5960.13
17,1,5960.21
17,1,5961.20
17,1,5961.32
17,1,5962.23
17,1,5962.67
17,1,5962.69
17,1,5963.48
17,1,5964.52
17,1,5965.04
17,1,5965.65
17,1,5965.70
17,1,5965.75
17,1,5966.80
17,1,5966.90
17,1,5967.91
17,1,5968.17
17,1,5969.02
17,1,5969.33
17,1,5972.65
17,1,5972.97
17,1,5973.98
17,1,5974.48
17,1,5975.12
17,1,5975.28
17,1,5975.36
17,1,5975.38
17,1,5975.51
17,1,5976.25
17,1,5976.73
17,1,5976.78
17,1,5976.92
17,1,5978.31
17,1,5980.35
17,1,5980.86
17,1,5981.09
17,1,5982.54
17,1,5983.25
17,1,5984.84
17,1,5985.10
17,1,5985.29
17,1,5985.46
17,1,5985.54
17,1,5986.19
17,1,5987.58
17,1,5990.22
17,1,5991.39
17,1,5992.63
17,1,5993.09
17,1,5993.60
17,1,5993.66
17,1,5994.53
17,1,5995.02
17,1,5995.19
17,1,5995.23
17,1,5995.67
17,1,5996.41
17,1,5996.64
17,1,5998.10
17,1,5998.34
17,1,5998.64
17,1,6000.23
17,1,6001.61
17,1,6002.27
17,1,6002.55
17,1,6002.60
17,1,6002.74
17,1,6002.81
17,1,6003.67
17,1,6004.64
17,1,6004.72
17,1,6005.89
17,1,6006.18
17,1,6007.04
17,1,6007.50
17,1,6008.29
17,1,6008.70
17,1,6010.08
17,1,6011.15
17,1,6011.56
17,1,6012.09
17,1,6013.31
17,1,6013.70
17,1,6015.70
17,1,6020.09
17,1,6020.39
17,1,6020.47
17,1,6020.54
17,1,6020.94
17,1,6021.04
17,1,6021.27
17,1,6021.48
17,1,6021.51
17,1,6021.52
17,1,6022.02
17,1,6022.80
17,1,6022.91
17,1,6023.07
17,1,6023.26
17,1,6023.70
17,1,6024.77
17,1,6024.84
17,1,6025.69
17,1,6025.78
17,1,6026.94
17,1,6026.99
17,1,6027.19
17,1,6027.45
17,1,6027.72
17,1,6027.87
17,1,6028.94
17,1,6029.02
17,1,6029.96
17,1,6030.37
17,1,6030.49
17,1,6030.63
17,1,6031.11
17,1,6032.18
17,1,6033.08
17,1,6033.69
17,1,6033.98
17,1,6034.07
17,1,6034.31
17,1,6035.47
17,1,6035.49
17,1,6035.50
17,1,6036.09
17,1,6036.18
17,1,6036.50
17,1,6036.77
17,1,6037.28
17,1,6038.26
17,1,6039.19
17,1,6041.86
17,1,6042.37
17,1,6042.51
17,1,6043.41
17,1,6043.54
17,1,6044.81
17,1,6044.84
17,1,6045.48
17,1,6045.58
17,1,6045.97
17,1,6047.07
17,1,6047.56
17,1,6048.54
17,1,6048.62
17,1,6048.90
17,1,6050.59
17,1,6053.16
17,1,6053.86
17,1,6053.96
17,1,6054.28
17,1,6054.66
17,1,6055.39
17,1,6055.80
17,1,6055.91
17,1,6055.96
17,1,6056.27
17,1,6056.70
17,1,6056.88
17,1,6058.79
17,1,6058.89
17,1,6059.03
17,1,6059.41
17,1,6060.58
17,1,6061.00
17,1,6061.52
17,1,6062.12
17,1,6062.55
17,1,6062.85
17,1,6063.42
17,1,6063.44
17,1,6065.16
17,1,6065.28
17,1,6066.58
17,1,6067.00
17,1,6067.55
17,1,6067.66
17,1,6067.69
17,1,6067.76
17,1,6068.13
17,1,6068.14
17,1,6068.14
17,1,6068.36
17,1,6070.76
17,1,6070.78
17,1,6070.96
17,1,6071.39
17,1,6071.39
17,1,6072.96
17,1,6074.02
17,1,6074.40
17,1,6074.43
17,1,6075.14
17,1,6075.17
17,1,6075.31
17,1,6075.57
17,1,6076.21
17,1,6076.94
17,1,6077.34
17,1,6079.07
17,1,6079.50
17,1,6080.03
17,1,6080.93
17,1,6081.26
17,1,6083.16
17,1,6083.94
17,1,6084.67
17,1,6085.60
17,1,6085.85
17,1,6086.08
17,1,6086.25
17,1,6086.82
17,1,6087.07
17,1,6087.32
17,1,6087.50
17,1,6088.53
17,1,6088.65
17,1,6088.74
17,1,6089.23
17,1,6089.96
17,1,6090.40
17,1,6091.67
17,1,6091.69
17,1,6093.32
17,1,6093.49
17,1,6094.36
17,1,6094.51
17,1,6094.67
17,1,6094.70
17,1,6095.51
17,1,6096.25
17,1,6096.87
17,1,6098.10
17,1,6098.13
17,1,6098.46
17,1,6098.58
17,1,6098.97
17,1,6099.08
17,1,6099.29
17,1,6101.89
17,1,6102.65
17,1,6103.92
17,1,6105.16
17,1,6105.50
17,1,6105.50
17,1,6106.79
17,1,6106.88
17,1,6107.03
17,1,6107.62
17,1,6109.31
17,1,6109.32
17,1,6109.81
17,1,6111.31
17,1,6112.35
17,1,6112.50
17,1,6112.54
17,1,6112.74
17,1,6114.59
17,1,6115.09
17,1,6115.17
17,1,6116.42
17,1,6116.46
17,1,6116.81
17,1,6116.84
17,1,6117.21
17,1,6117.93
17,1,6117.97
17,1,6118.17
17,1,6118.60
17,1,6118.68
17,1,6119.30
17,1,6119.73
17,1,6120.72
17,1,6120.79
17,1,6121.50
17,1,6121.91
17,1,6122.14
17,1,6122.84
17,1,6122.97
17,1,6123.47
17,1,6123.51
17,1,6123.52
17,1,6123.69
17,1,6123.95
17,1,6124.37
17,1,6125.26
17,1,6126.79
17,1,6126.82
17,1,6127.07
17,1,6128.18
17,1,6128.36
17,1,6129.99
17,1,6130.25
17,1,6130.62
17,1,6131.24
17,1,6131.26
17,1,6131.61
17,1,6131.84
17,1,6132.00
17,1,6132.01
17,1,6132.61
17,1,6132.72
17,1,6133.30
17,1,6133.93
17,1,6134.16
17,1,6134.44
17,1,6135.25
17,1,6135.30
17,1,6135.34
17,1,6137.11
17,1,6137.35
17,1,6137.44
17,1,6137.96
17,1,6138.62
17,1,6139.43
17,1,6139.60
17,1,6139.66
17,1,6139.79
17,1,6140.07
17,1,6140.53
17,1,6140.92
17,1,6140.97
17,1,6141.36
17,1,6142.48
17,1,6142.71
17,1,6143.20
17,1,6144.49
17,1,6144.70
17,1,6144.87
17,1,6145.42
17,1,6146.10
17,1,6146.15
17,1,6146.22
17,1,6146.57
17,1,6146.98
17,1,6148.12
17,1,6148.33
17,1,6148.42
17,1,6148.95
17,1,6149.22
17,1,6150.94
17,1,6151.65
17,1,6151.84
17,1,6151.97
17,1,6152.33
17,1,6152.37
17,1,6152.40
17,1,6152.65
17,1,6152.96
17,1,6153.39
17,1,6153.41
17,1,6153.42
17,1,6153.78
17,1,6154.81
17,1,6156.98
17,1,6157.53
17,1,6157.61
17,1,6158.70
17,1,6158.94
17,1,6159.12
17,1,6160.31
17,1,6160.65
17,1,6161.44
17,1,6162.10
17,1,6162.25
17,1,6162.34
17,1,6163.18
17,1,6164.04
17,1,6164.32
17,1,6164.76
17,1,6165.30
17,1,6165.83
17,1,6166.51
17,1,6167.67
17,1,6168.57
17,1,6169.10
17,1,6169.39
17,1,6169.50
17,1,6170.65
17,1,6171.01
17,1,6171.04
17,1,6171.39
17,1,6172.78
17,1,6172.95
17,1,6173.90
17,1,6174.07
17,1,6175.47
17,1,6175.92
17,1,6177.35
17,1,6177.97
17,1,6178.23
17,1,6179.58
17,1,6180.22
17,1,6180.25
17,1,6180.79
17,1,6181.46
17,1,6182.36
17,1,6182.59
17,1,6183.39
17,1,6184.75
17,1,6185.72
17,1,6186.02
17,1,6186.03
17,1,6187.11
17,1,6187.21
17,1,6188.71
17,1,6189.40
17,1,6189.44
17,1,6189.98
17,1,6190.03
17,1,6191.18
17,1,6191.26
17,1,6192.46
17,1,6192.54
17,1,6193.28
17,1,6193.39
17,1,6193.73
17,1,6193.77
17,1,6193.86
17,1,6193.92
17,1,6196.52
17,1,6196.58
17,1,6196.59
17,1,6197.06
17,1,6197.19
17,1,6197.88
17,1,6198.16
17,1,6198.71
17,1,6199.17
17,1,6200.23
17,1,6200.39
17,1,6200.51
17,1,6200.51
17,1,6200.57
17,1,6202.43
17,1,6202.55
17,1,6203.53
17,1,6204.75
17,1,6205.24
17,1,6205.60
17,1,6206.95
17,1,6207.39
17,1,6207.85
17,1,6208.29
17,1,6208.44
17,1,6208.44
17,1,6208.90
17,1,6209.13
17,1,6209.24
17,1,6209.77
17,1,6209.87
17,1,6210.01
17,1,6210.09
17,1,6210.79
17,1,6211.61
17,1,6213.54
17,1,6214.63
17,1,6215.39
17,1,6216.03
17,1,6216.26
17,1,6216.29
17,1,6216.42
17,1,6216.52
17,1,6216.70
17,1,6217.08
17,1,6217.21
17,1,6217.43
17,1,6217.66
17,1,6218.23
17,1,6218.46
17,1,6218.88
17,1,6218.88
17,1,6218.97
17,1,6219.54
17,1,6219.94
17,1,6220.58
17,1,6220.93
17,1,6222.62
17,1,6223.68
17,1,6224.04
17,1,6224.17
17,1,6224.48
17,1,6224.93
17,1,6225.25
17,1,6226.85
17,1,6226.86
17,1,6226.87
17,1,6227.75
17,1,6228.82
17,1,6229.26
17,1,6229.60
17,1,6229.95
17,1,6230.17
17,1,6230.35
17,1,6230.44
17,1,6230.76
17,1,6230.85
17,1,6231.20
17,1,6232.89
17,1,6233.02
17,1,6233.25
17,1,6233.77
17,1,6234.29
17,1,6234.74
17,1,6236.34
17,1,6236.36
17,1,6236.68
17,1,6236.73
17,1,6236.83
17,1,6238.52
17,1,6238.61
17,1,6238.68
17,1,6240.84
17,1,6240.91
17,1,6240.95
17,1,6242.29
17,1,6242.33
17,1,6242.57
17,1,6242.58
17,1,6242.90
17,1,6243.34
17,1,6243.66
17,1,6244.64
17,1,6245.11
17,1,6245.17
17,1,6247.08
17,1,6247.30
17,1,6247.98
17,1,6248.08
17,1,6248.36
17,1,6248.76
17,1,6248.97
17,1,6249.20
17,1,6249.81
17,1,6252.22
17,1,6252.45
17,1,6252.71
17,1,6252.73
17,1,6252.92
17,1,6253.58
17,1,6254.34
17,1,6254.72
17,1,6254.81
17,1,6255.08
17,1,6255.38
17,1,6255.84
17,1,6256.62
17,1,6257.14
17,1,6257.46
17,1,6258.58
17,1,6258.60
17,1,6259.02
17,1,6260.25
17,1,6260.59
17,1,6261.79
17,1,6264.36
17,1,6266.39
17,1,6266.43
17,1,6266.43
17,1,6267.61
17,1,6268.67
17,1,6268.70
17,1,6269.01
17,1,6269.23
17,1,6269.57
17,1,6269.86
17,1,6270.75
17,1,6270.77
17,1,6270.94
17,1,6272.01
17,1,6272.93
17,1,6273.15
17,1,6273.68
17,1,6274.16
17,1,6275.67
17,1,6275.80
17,1,6276.24
17,1,6276.67
17,1,6277.10
17,1,6277.74
17,1,6279.64
17,1,6280.11
17,1,6280.93
17,1,6281.99
17,1,6282.50
17,1,6282.54
17,1,6282.81
17,1,6285.23
17,1,6285.70
17,1,6287.11
17,1,6287.51
17,1,6289.26
17,1,6289.81
17,1,6290.04
17,1,6290.46
17,1,6290.62
17,1,6290.62
17,1,6290.63
17,1,6291.93
17,1,6292.37
17,1,6293.16
17,1,6293.72
17,1,6294.15
17,1,6294.61
17,1,6294.93
17,1,6296.06
17,1,6296.39
17,1,6296.48
17,1,6297.57
17,1,6297.59
17,1,6297.73
17,1,6297.91
17,1,6298.06
17,1,6298.33
17,1,6298.42
17,1,6300.18
17,1,6300.90
17,1,6301.72
17,1,6302.21
17,1,6302.82
17,1,6302.87
17,1,6303.10
17,1,6303.76
17,1,6304.72
17,1,6305.60
17,1,6307.48
17,1,6307.99
17,1,6308.03
17,1,6308.06
17,1,6308.74
17,1,6309.33
17,1,6309.46
17,1,6309.81
17,1,6310.10
17,1,6310.36
17,1,6310.73
17,1,6311.72
17,1,6312.37
17,1,6313.29
17,1,6313.85
17,1,6314.02
17,1,6314.08
17,1,6315.45
17,1,6315.51
17,1,6315.87
17,1,6316.37
17,1,6316.46
17,1,6316.49
17,1,6316.83
17,1,6316.85
17,1,6317.23
17,1,6317.39
17,1,6317.64
17,1,6320.02
17,1,6320.25
17,1,6323.48
17,1,6323.48
17,1,6324.29
17,1,6324.47
17,1,6324.62
17,1,6325.32
17,1,6327.92
17,1,6328.18
17,1,6328.21
17,1,6328.54
17,1,6329.04
17,1,6329.73
17,1,6329.90
17,1,6330.76
17,1,6330.87
17,1,6331.00
17,1,6331.71
17,1,6331.80
17,1,6331.93
17,1,6332.28
17,1,6332.53
17,1,6335.94
17,1,6336.04
17,1,6337.05
17,1,6337.48
17,1,6337.50
17,1,6338.64
17,1,6338.84
17,1,6339.13
17,1,6340.05
17,1,6342.12
17,1,6342.93
17,1,6343.89
17,1,6344.57
17,1,6344.77
17,1,6344.94
17,1,6345.39
17,1,6345.60
17,1,6347.01
17,1,6347.32
17,1,6347.72
17,1,6349.29
17,1,6349.66
17,1,6350.00
17,1,6350.60
17,1,6350.86
17,1,6351.22
17,1,6353.20
17,1,6353.58
17,1,6354.89
17,1,6355.04
17,1,6355.37
17,1,6356.36
17,1,6356.39
17,1,6356.55
17,1,6357.08
17,1,6357.75
17,1,6358.04
17,1,6358.27
17,1,6359.18
17,1,6359.31
17,1,6359.47
17,1,6359.85
17,1,6359.90
17,1,6362.23
17,1,6362.87
17,1,6362.96
17,1,6363.05
17,1,6363.61
17,1,6363.71
17,1,6365.30
17,1,6366.54
17,1,6366.67
17,1,6366.83
17,1,6367.12
17,1,6367.15
17,1,6367.20
17,1,6368.00
17,1,6370.04
17,1,6370.53
17,1,6370.77
17,1,6371.23
17,1,6371.41
17,1,6371.91
17,1,6372.05
17,1,6372.33
17,1,6372.39
17,1,6373.74
17,1,6374.09
17,1,6374.20
17,1,6374.31
17,1,6374.47
17,1,6375.59
17,1,6375.69
17,1,6375.93
17,1,6376.19
17,1,6376.62
17,1,6376.75
17,1,6377.41
17,1,6377.70
17,1,6378.05
17,1,6379.64
17,1,6380.29
17,1,6380.69
17,1,6381.65
17,1,6381.77
17,1,6382.60
17,1,6382.73
17,1,6383.56
17,1,6383.57
17,1,6383.60
17,1,6383.98
17,1,6384.11
17,1,6385.46
17,1,6385.60
17,1,6386.85
17,1,6387.58
17,1,6387.87
17,1,6388.71
17,1,6388.74
17,1,6389.06
17,1,6391.15
17,1,6391.35
17,1,6392.66
17,1,6392.68
17,1,6392.68
17,1,6393.53
17,1,6393.73
17,1,6394.05
17,1,6394.51
17,1,6394.57
17,1,6395.19
17,1,6395.68
17,1,6396.13
17,1,6397.16
17,1,6398.89
17,1,6398.91
17,1,6399.13
17,1,6399.38
17,1,6399.58
17,1,6399.59
17,1,6400.19
17,1,6400.50
17,1,6401.19
17,1,6401.52
17,1,6402.81
17,1,6403.79
17,1,6404.47
17,1,6404.61
17,1,6405.03
17,1,6405.84
17,1,6406.69
17,1,6407.20
17,1,6407.89
17,1,6408.22
17,1,6408.22
17,1,6408.61
17,1,6408.68
17,1,6409.07
17,1,6409.67
17,1,6410.84
17,1,6411.10
17,1,6411.15
17,1,6411.18
17,1,6411.41
17,1,6411.59
17,1,6412.18
17,1,6412.21
17,1,6412.24
17,1,6412.53
17,1,6412.85
17,1,6413.62
17,1,6414.48
17,1,6415.04
17,1,6416.06
17,1,6416.09
17,1,6416.54
17,1,6416.57
17,1,6418.56
17,1,6418.56
17,1,6418.85
17,1,6418.85
17,1,6418.95
17,1,6419.25
17,1,6419.38
17,1,6419.86
17,1,6420.39
17,1,6420.47
17,1,6420.85
17,1,6420.99
17,1,6421.34
17,1,6422.07
17,1,6423.16
17,1,6423.89
17,1,6424.92
17,1,6425.51
17,1,6425.86
17,1,6426.31
17,1,6427.74
17,1,6427.77
17,1,6428.49
17,1,6428.62
17,1,6429.45
17,1,6430.83
17,1,6431.25
17,1,6431.42
17,1,6431.84
17,1,6432.07
17,1,6432.56
17,1,6432.88
17,1,6433.68
17,1,6433.71
17,1,6437.26
17,1,6437.73
17,1,6437.91
17,1,6439.18
17,1,6439.31
17,1,6440.02
17,1,6440.26
17,1,6440.36
17,1,6440.61
17,1,6442.11
17,1,6442.65
17,1,6443.52
17,1,6445.04
17,1,6445.96
17,1,6446.61
17,1,6447.00
17,1,6447.44
17,1,6448.74
17,1,6448.88
17,1,6448.90
17,1,6448.98
17,1,6449.93
17,1,6450.13
17,1,6450.19
17,1,6450.30
17,1,6452.15
17,1,6452.17
17,1,6452.67
17,1,6452.84
17,1,6452.85
17,1,6454.29
17,1,6454.37
17,1,6454.38
17,1,6454.44
17,1,6454.76
17,1,6454.80
17,1,6454.82
17,1,6454.84
17,1,6455.04
17,1,6455.06
17,1,6455.11
17,1,6455.94
17,1,6456.04
17,1,6457.04
17,1,6457.57
17,1,6457.90
17,1,6458.35
17,1,6458.93
17,1,6459.00
17,1,6459.63
17,1,6459.88
17,1,6459.96
17,1,6459.97
17,1,6460.23
17,1,6460.69
17,1,6462.20
17,1,6462.60
17,1,6462.98
17,1,6463.89
17,1,6466.62
17,1,6466.63
17,1,6467.25
17,1,6467.46
17,1,6468.00
17,1,6468.23
17,1,6468.62
17,1,6471.17
17,1,6471.50
17,1,6471.66
17,1,6472.41
17,1,6472.93
17,1,6473.92
17,1,6473.97
17,1,6475.21
17,1,6475.63
17,1,6478.26
17,1,6479.28
17,1,6479.65
17,1,6479.99
17,1,6480.84
17,1,6481.21
17,1,6483.01
17,1,6483.87
17,1,6484.02
17,1,6484.22
17,1,6484.52
17,1,6485.90
17,1,6486.44
17,1,6487.22
17,1,6487.22
17,1,6487.87
17,1,6487.97
17,1,6488.29
17,1,6488.72
17,1,6488.72
17,1,6488.79
17,1,6490.03
17,1,6490.14
17,1,6490.89
17,1,6490.90
17,1,6491.01
17,1,6491.11
17,1,6491.60
17,1,6491.69
17,1,6491.79
17,1,6492.32
17,1,6492.47
17,1,6492.79
17,1,6493.04
17,1,6493.38
17,1,6493.90
17,1,6494.13
17,1,6494.66
17,1,6495.43
17,1,6495.79
17,1,6495.93
17,1,6496.25
17,1,6497.07
17,1,6497.34
17,1,6498.35
17,1,6498.66
17,1,6499.06
17,1,6499.71
17,1,6500.95
17,1,6501.37
17,1,6502.00
17,1,6502.96
17,1,6503.13
17,1,6505.34
17,1,6506.48
17,1,6507.74
17,1,6508.12
17,1,6509.96
17,1,6510.06
17,1,6510.19
17,1,6510.41
17,1,6510.70
17,1,6511.71
17,1,6512.65
17,1,6512.89
17,1,6513.14
17,1,6515.62
17,1,6516.31
17,1,6517.65
17,1,6517.78
17,1,6518.93
17,1,6519.22
17,1,6520.51
17,1,6520.71
17,1,6521.05
17,1,6521.57
17,1,6521.80
17,1,6521.98
17,1,6522.71
17,1,6522.84
17,1,6523.06
17,1,6523.27
17,1,6523.66
17,1,6524.13
17,1,6524.49
17,1,6525.18
17,1,6525.70
17,1,6526.98
17,1,6527.46
17,1,6527.83
17,1,6528.32
17,1,6528.88
17,1,6529.60
17,1,6530.98
17,1,6531.43
17,1,6531.93
17,1,6532.40
17,1,6533.03
17,1,6534.62
17,1,6535.43
17,1,6536.29
17,1,6537.47
17,1,6538.10
17,1,6538.49
17,1,6538.63
17,1,6539.51
17,1,6539.62
17,1,6540.43
17,1,6540.72
17,1,6541.18
17,1,6541.97
17,1,6543.01
17,1,6543.28
17,1,6543.33
17,1,6543.94
17,1,6544.58
17,1,6545.10
17,1,6546.13
17,1,6546.71
17,1,6547.81
17,1,6548.37
17,1,6549.55
17,1,6549.56
17,1,6549.59
17,1,6549.65
17,1,6550.54
17,1,6551.36
17,1,6552.57
17,1,6556.38
17,1,6556.59
17,1,6557.63
17,1,6557.73
17,1,6559.11
17,1,6559.55
17,1,6559.76
17,1,6560.49
17,1,6562.96
17,1,6563.68
17,1,6564.17
17,1,6564.26
17,1,6566.96
17,1,6567.24
17,1,6570.05
17,1,6570.72
17,1,6571.27
17,1,6571.77
17,1,6571.81
17,1,6571.95
17,1,6573.00
17,1,6573.63
17,1,6574.35
17,1,6575.04
17,1,6575.39
17,1,6579.19
17,1,6579.96
17,1,6580.10
17,1,6580.14
17,1,6580.21
17,1,6580.43
17,1,6580.84
17,1,6581.02
17,1,6581.94
17,1,6582.19
17,1,6582.60
17,1,6582.73
17,1,6582.90
17,1,6582.97
17,1,6583.15
17,1,6583.16
17,1,6583.52
17,1,6583.71
17,1,6584.52
17,1,6584.84
17,1,6585.03
17,1,6585.27
17,1,6585.47
17,1,6585.54
17,1,6586.26
17,1,6586.46
17,1,6586.97
17,1,6587.26
17,1,6588.91
17,1,6590.13
17,1,6591.12
17,1,6591.79
17,1,6592.19
17,1,6592.45
17,1,6592.75
17,1,6592.78
17,1,6592.78
17,1,6593.57
17,1,6594.19
17,1,6595.41
17,1,6595.68
17,1,6596.59
17,1,6596.72
17,1,6597.20
17,1,6597.47
17,1,6598.02
17,1,6598.32
17,1,6599.28
17,1,6601.20
17,1,6601.24
17,1,6601.32
17,1,6601.50
17,1,6602.08
17,1,6602.10
17,1,6602.20
17,1,6602.42
17,1,6603.49
17,1,6603.50
17,1,6603.60
17,1,6603.73
17,1,6603.81
17,1,6604.84
17,1,6605.07
17,1,6605.78
17,1,6605.79
17,1,6606.09
17,1,6606.43
17,1,6606.99
17,1,6607.68
17,1,6608.27
17,1,6608.70
17,1,6608.71
17,1,6609.05
17,1,6609.41
17,1,6609.42
17,1,6610.28
17,1,6610.48
17,1,6610.76
17,1,6610.84
17,1,6611.11
17,1,6611.66
17,1,6612.45
17,1,6612.83
17,1,6613.67
17,1,6614.48
17,1,6614.99
17,1,6615.02
17,1,6615.76
17,1,6616.38
17,1,6616.81
17,1,6616.84
17,1,6617.19
17,1,6617.34
17,1,6617.55
17,1,6618.76
17,1,6618.98
17,1,6619.02
17,1,6619.60
17,1,6619.64
17,1,6620.53
17,1,6620.70
17,1,6621.55
17,1,6621.57
17,1,6621.76
17,1,6622.23
17,1,6624.00
17,1,6624.10
17,1,6624.20
17,1,6625.01
17,1,6625.04
17,1,6628.03
17,1,6629.10
17,1,6629.17
17,1,6629.35
17,1,6629.99
17,1,6630.00
17,1,6630.14
17,1,6630.63
17,1,6630.86
17,1,6632.41
17,1,6633.28
17,1,6633.57
17,1,6633.57
17,1,6634.01
17,1,6634.37
17,1,6634.57
17,1,6634.79
17,1,6634.96
17,1,6635.34
17,1,6635.80
17,1,6636.55
17,1,6636.63
17,1,6636.92
17,1,6637.17
17,1,6637.25
17,1,6637.32
17,1,6638.70
17,1,6639.05
17,1,6639.13
17,1,6639.44
17,1,6639.90
17,1,6639.96
17,1,6639.97
17,1,6640.97
17,1,6641.29
17,1,6641.44
17,1,6642.47
17,1,6642.81
17,1,6642.85
17,1,6644.63
17,1,6645.54
17,1,6646.44
17,1,6646.80
17,1,6648.00
17,1,6648.06
17,1,6648.11
17,1,6648.96
17,1,6650.00
17,1,6650.14
17,1,6651.15
17,1,6651.55
17,1,6651.81
17,1,6651.98
17,1,6652.16
17,1,6652.66
17,1,6652.90
17,1,6652.91
17,1,6653.06
17,1,6653.44
17,1,6653.50
17,1,6654.11
17,1,6656.56
17,1,6657.08
17,1,6658.95
17,1,6659.37
17,1,6659.44
17,1,6659.80
17,1,6661.90
17,1,6662.19
17,1,6662.58
17,1,6662.65
17,1,6663.71
17,1,6666.13
17,1,6667.37
17,1,6668.02
17,1,6668.17
17,1,6668.76
17,1,6669.09
17,1,6669.30
17,1,6669.31
17,1,6669.84
17,1,6670.15
17,1,6670.52
17,1,6671.40
17,1,6671.46
17,1,6671.97
17,1,6672.16
17,1,6673.12
17,1,6673.50
17,1,6673.91
17,1,6674.58
17,1,6675.38
17,1,6676.43
17,1,6676.76
17,1,6676.95
17,1,6677.50
17,1,6677.74
17,1,6677.95
17,1,6678.47
17,1,6679.49
17,1,6680.51
17,1,6680.85
17,1,6682.73
17,1,6683.88
17,1,6685.20
17,1,6685.51
17,1,6685.59
17,1,6687.88
17,1,6688.45
17,1,6688.52
17,1,6689.07
17,1,6689.96
17,1,6690.71
17,1,6690.75
17,1,6691.03
17,1,6691.03
17,1,6691.59
17,1,6691.84
17,1,6692.52
17,1,6694.42
17,1,6694.63
17,1,6695.39
17,1,6696.36
17,1,6697.65
17,1,6698.41
17,1,6698.54
17,1,6698.96
17,1,6699.29
17,1,6700.47
17,1,6702.58
17,1,6702.64
17,1,6703.63
17,1,6704.67
17,1,6704.81
17,1,6704.96
17,1,6705.20
17,1,6705.40
17,1,6705.52
17,1,6705.85
17,1,6706.07
17,1,6706.43
17,1,6706.49
17,1,6706.57
17,1,6706.86
17,1,6708.06
17,1,6709.50
17,1,6710.53
17,1,6711.68
17,1,6712.17
17,1,6712.68
17,1,6712.92
17,1,6714.39
17,1,6715.29
17,1,6716.55
17,1,6716.80
17,1,6716.82
17,1,6717.04
17,1,6717.24
17,1,6717.92
17,1,6718.27
17,1,6718.88
17,1,6718.99
17,1,6719.36
17,1,6720.24
17,1,6720.77
17,1,6721.18
17,1,6721.79
17,1,6724.73
17,1,6725.36
17,1,6725.65
17,1,6725.67
17,1,6725.81
17,1,6726.88
17,1,6727.71
17,1,6728.10
17,1,6728.30
17,1,6728.59
17,1,6728.84
17,1,6729.56
17,1,6729.69
17,1,6730.86
